notes,has_complication,ssn,hospital
normal risk,False,312-30-7419,AL
high risk,False,735-22-1396,AR
high risk,False,834-49-5422,AR
high risk,False,290-16-8769,AZ
high risk,False,272-67-2678,AZ
high risk,False,008-53-2239,AK
high risk,False,166-29-3165,AL
high risk,False,551-16-7131,AK
high risk,True,850-62-3141,AZ
high risk,False,029-83-9185,AK
high risk,False,080-34-3057,AL
high risk,False,644-43-7525,AR
high risk,False,071-06-4972,AK
high risk,False,191-46-5687,AR
high risk,False,011-48-9725,AL
high risk,True,105-96-7723,AZ
high risk,False,892-59-2526,AZ
normal risk,False,729-44-3417,AK
high risk,True,028-59-4021,AK
high risk,True,675-30-3172,AL
high risk,False,300-18-9865,AK
high risk,False,134-79-8439,AK
high risk,False,871-78-2063,AZ
high risk,False,699-26-6382,AK
normal risk,False,149-78-4353,AL
high risk,False,062-45-8672,AK
normal risk,False,677-24-0169,AL
high risk,False,742-86-2228,AR
high risk,True,395-23-0804,AL
normal risk,False,187-65-3267,AK
high risk,False,473-54-6714,AK
high risk,False,769-11-3504,AR
high risk,True,445-46-0315,AL
high risk,True,506-91-7241,AL
high risk,True,219-02-7888,AK
high risk,False,169-65-1792,AL
normal risk,False,461-20-9675,AR
normal risk,False,084-24-4365,AK
high risk,False,026-22-4485,AK
normal risk,False,226-53-8772,AR
high risk,False,520-04-3279,AK
high risk,True,423-35-6370,AZ
high risk,True,750-23-4743,AZ
high risk,False,789-29-0152,AR
normal risk,False,107-95-6204,AK
high risk,False,220-42-0932,AL
high risk,False,079-11-5641,AL
normal risk,False,449-56-2001,AR
high risk,False,515-66-1895,AZ
high risk,False,055-66-9411,AK
high risk,False,054-87-4294,AR
normal risk,False,741-25-0002,AZ
high risk,False,289-87-5732,AR
high risk,False,309-78-4997,AZ
high risk,False,860-53-4311,AK
high risk,True,656-86-3540,AZ
normal risk,False,611-35-6237,AR
high risk,False,660-90-6484,AR
high risk,False,330-64-6774,AR
high risk,True,822-17-3209,AZ
normal risk,False,640-25-3537,AK
high risk,False,456-50-2833,AK
high risk,False,406-59-2518,AZ
high risk,False,321-47-7688,AZ
high risk,False,809-50-1004,AR
high risk,False,024-83-9587,AL
high risk,True,269-75-4334,AZ
high risk,True,383-99-3720,AL
high risk,True,474-04-4832,AK
high risk,False,502-14-2440,AK
normal risk,False,552-87-4341,AL
high risk,False,716-84-6779,AK
normal risk,False,090-96-6378,AK
normal risk,False,744-37-7154,AR
high risk,False,252-31-3225,AR
high risk,False,787-11-7857,AZ
normal risk,False,627-44-7748,AR
normal risk,True,618-35-2958,AL
high risk,False,535-19-1091,AK
high risk,False,633-18-6105,AZ
high risk,False,081-62-2268,AL
high risk,False,381-48-9035,AK
high risk,False,253-12-0410,AR
high risk,False,421-13-2008,AL
high risk,True,267-38-4259,AL
normal risk,True,607-01-7561,AR
high risk,True,383-97-5907,AZ
high risk,False,837-33-9586,AL
high risk,False,436-90-4350,AR
high risk,False,298-02-6657,AR
normal risk,False,792-08-7722,AK
normal risk,True,396-98-3080,AZ
high risk,True,852-03-1877,AZ
high risk,False,525-65-5483,AK
high risk,False,706-58-6569,AR
high risk,False,344-96-0189,AL
high risk,False,853-71-4207,AK
normal risk,False,444-71-7959,AL
normal risk,False,275-43-3976,AL
high risk,False,285-44-8745,AZ
normal risk,False,738-56-5234,AZ
normal risk,False,707-70-2688,AL
normal risk,False,677-31-8046,AL
high risk,False,004-39-1535,AR
high risk,False,235-40-5685,AR
high risk,False,672-09-2859,AR
high risk,False,348-39-3748,AZ
high risk,False,182-18-1703,AL
high risk,False,875-82-8807,AL
normal risk,False,593-72-6662,AL
high risk,False,194-31-0868,AL
high risk,True,514-95-7341,AZ
high risk,False,529-83-5088,AL
high risk,True,224-07-5223,AL
high risk,False,802-89-7503,AR
high risk,False,038-28-5667,AL
high risk,False,488-95-1327,AR
normal risk,False,585-51-1379,AR
high risk,False,084-51-6879,AR
high risk,False,002-23-7775,AR
high risk,True,610-92-5700,AZ
high risk,False,464-44-9440,AL
high risk,True,744-43-0045,AL
high risk,False,024-06-1391,AK
normal risk,False,165-47-8835,AK
normal risk,True,439-48-6801,AR
high risk,False,332-92-7564,AZ
high risk,False,293-49-7031,AZ
high risk,False,632-49-9484,AZ
normal risk,False,447-39-2020,AK
high risk,False,361-53-2899,AK
high risk,False,783-10-8004,AR
high risk,True,398-27-7271,AR
high risk,False,623-19-4441,AK
high risk,True,507-64-9854,AZ
high risk,False,130-31-4185,AL
high risk,False,786-27-1880,AL
high risk,False,633-65-2281,AZ
high risk,True,227-03-7455,AL
high risk,False,159-73-6153,AZ
high risk,False,475-10-7153,AK
high risk,False,575-97-0904,AK
high risk,False,372-70-6373,AL
high risk,True,251-55-1975,AR
high risk,False,444-45-6587,AR
high risk,False,528-14-9708,AK
normal risk,True,473-58-2793,AL
high risk,False,769-53-2511,AK
high risk,False,516-05-3728,AR
high risk,True,796-17-4332,AK
high risk,False,711-58-6838,AZ
high risk,True,204-02-2623,AK
normal risk,False,785-29-4928,AR
normal risk,False,483-32-1798,AK
high risk,False,820-75-8514,AZ
high risk,True,832-89-7626,AZ
high risk,False,261-80-2015,AR
high risk,True,109-86-5313,AK
high risk,False,489-64-9965,AL
high risk,False,694-41-8384,AR
normal risk,False,639-25-1671,AL
high risk,True,673-17-2101,AR
normal risk,True,532-70-8106,AZ
high risk,False,331-03-3338,AR
high risk,True,171-12-3565,AR
normal risk,False,166-96-6134,AL
high risk,False,604-16-8943,AZ
normal risk,False,412-01-2408,AR
high risk,False,039-40-9389,AR
high risk,False,647-75-0561,AZ
normal risk,False,126-26-0725,AZ
normal risk,False,254-54-6840,AL
normal risk,False,677-60-2678,AZ
high risk,False,464-49-5476,AL
high risk,False,092-39-6573,AR
high risk,True,009-80-7658,AL
high risk,False,446-32-6755,AK
high risk,True,177-12-9217,AK
high risk,False,556-85-6370,AK
high risk,True,584-82-9393,AL
normal risk,False,114-17-1443,AZ
high risk,False,079-39-6299,AK
high risk,False,327-93-5844,AL
high risk,False,329-43-6393,AL
normal risk,False,259-46-3660,AR
high risk,False,785-31-8378,AZ
high risk,False,103-27-2671,AZ
high risk,False,218-16-1159,AL
normal risk,True,436-73-0333,AL
high risk,True,517-71-9043,AL
high risk,False,630-15-0614,AR
high risk,False,023-59-0201,AZ
high risk,False,586-79-7248,AK
high risk,True,799-42-3633,AZ
high risk,True,764-20-0640,AK
normal risk,False,841-13-2215,AL
high risk,False,811-80-9063,AZ
high risk,False,660-25-6248,AL
high risk,False,567-42-3581,AR
high risk,False,607-24-7286,AZ
high risk,False,558-60-3591,AL
normal risk,True,552-03-5473,AZ
high risk,False,139-06-8536,AR
high risk,True,869-98-1394,AL
high risk,False,142-46-8282,AR
high risk,False,085-71-8470,AK
high risk,False,595-45-6113,AK
high risk,False,775-19-5965,AL
normal risk,False,566-21-7886,AR
high risk,True,664-08-0234,AR
high risk,True,468-04-6040,AK
normal risk,False,731-85-8065,AK
normal risk,False,471-14-3519,AK
high risk,False,487-22-9100,AL
high risk,True,151-07-9534,AK
normal risk,True,115-78-5759,AR
high risk,False,659-45-9419,AR
normal risk,False,607-32-3691,AK
high risk,False,425-30-2933,AL
high risk,False,546-13-8933,AR
high risk,False,486-46-3244,AL
high risk,False,225-92-3862,AZ
high risk,True,801-18-2785,AK
high risk,True,390-15-9257,AL
high risk,False,727-97-4195,AL
high risk,True,087-09-1934,AZ
high risk,False,359-41-3708,AL
high risk,False,755-78-2903,AL
high risk,False,208-05-5335,AZ
high risk,False,664-52-2606,AK
high risk,False,109-64-6397,AL
high risk,False,687-25-6115,AZ
high risk,False,124-68-9799,AK
normal risk,True,898-90-5082,AZ
high risk,False,260-70-3656,AK
normal risk,False,815-02-6156,AL
normal risk,False,217-76-3981,AZ
high risk,True,552-81-5266,AZ
high risk,True,611-08-2090,AL
normal risk,True,210-55-3910,AK
high risk,False,182-54-8989,AR
high risk,False,512-50-9013,AZ
high risk,False,313-09-6193,AL
high risk,False,541-07-5481,AK
high risk,False,019-81-6011,AR
high risk,False,056-78-8490,AR
normal risk,False,384-32-7035,AR
high risk,True,068-56-6542,AL
high risk,False,236-99-7989,AZ
high risk,True,399-46-3629,AL
normal risk,True,644-59-5561,AK
normal risk,False,202-31-1528,AR
normal risk,False,412-82-4926,AZ
high risk,False,800-19-2770,AZ
high risk,False,669-57-9715,AL
high risk,False,504-48-4791,AR
high risk,False,224-72-3183,AK
high risk,False,699-60-3623,AL
high risk,False,537-13-0500,AR
high risk,True,795-60-7163,AZ
high risk,False,174-11-7208,AZ
high risk,False,219-26-0144,AZ
high risk,True,557-64-1043,AL
normal risk,True,143-15-6631,AZ
high risk,False,871-54-1104,AL
high risk,True,040-42-2727,AR
high risk,False,773-66-1347,AR
high risk,False,710-49-6998,AL
normal risk,False,773-60-0002,AK
high risk,False,362-23-0007,AR
high risk,False,557-58-6058,AL
high risk,False,876-21-7199,AK
normal risk,False,770-83-8602,AR
high risk,False,031-93-8012,AK
high risk,False,205-29-7630,AZ
high risk,False,376-54-9016,AR
high risk,False,618-36-4110,AK
high risk,True,064-11-8722,AK
normal risk,False,311-16-2526,AL
high risk,False,763-41-5305,AL
normal risk,False,283-97-5797,AZ
high risk,True,130-61-7623,AL
normal risk,False,883-40-7790,AL
high risk,True,449-83-1490,AR
high risk,False,008-27-6104,AL
normal risk,False,826-16-3655,AZ
normal risk,False,322-05-0157,AR
normal risk,True,101-88-5512,AR
high risk,False,686-78-8020,AZ
high risk,True,665-14-8366,AL
high risk,False,704-48-4700,AR
high risk,False,355-40-8393,AZ
high risk,False,891-20-8893,AZ
high risk,True,885-60-1164,AK
high risk,True,336-54-1115,AK
high risk,True,401-69-1291,AL
high risk,False,819-90-0453,AK
high risk,True,895-64-8968,AK
normal risk,False,687-59-3031,AL
normal risk,False,337-07-3370,AK
high risk,False,237-22-1655,AR
high risk,False,060-89-2426,AZ
high risk,False,802-37-9364,AR
high risk,False,258-47-9250,AK
high risk,False,304-91-8645,AK
high risk,False,556-01-9603,AK
high risk,True,124-93-0642,AZ
normal risk,False,651-98-6991,AZ
normal risk,False,218-59-9549,AK
high risk,True,014-37-7698,AL
high risk,False,613-78-5727,AL
high risk,False,065-20-2916,AZ
high risk,False,784-84-4847,AK
normal risk,False,290-61-7917,AL
normal risk,False,668-86-0527,AZ
high risk,False,531-73-4786,AK
high risk,False,532-43-2771,AL
normal risk,False,498-50-8537,AZ
high risk,True,084-42-1782,AR
high risk,True,509-53-9733,AR
high risk,False,738-29-6240,AR
normal risk,False,157-82-8028,AL
high risk,False,674-70-0428,AL
normal risk,False,597-34-8646,AK
high risk,False,177-30-8316,AR
high risk,True,295-01-7038,AK
high risk,False,590-89-7585,AR
high risk,False,799-52-8259,AR
high risk,False,580-67-2002,AR
high risk,False,661-85-0773,AK
high risk,False,352-83-7709,AR
high risk,False,014-21-9450,AZ
high risk,False,199-13-1059,AK
high risk,False,143-93-9690,AR
high risk,False,776-79-8165,AK
high risk,True,603-13-8294,AZ
normal risk,False,597-20-5320,AZ
high risk,True,109-39-3293,AR
high risk,False,317-88-3199,AL
normal risk,True,837-56-7382,AK
high risk,False,581-04-0191,AR
high risk,True,117-65-3221,AZ
high risk,False,260-82-7669,AL
normal risk,False,313-49-6117,AL
high risk,False,389-13-1403,AK
high risk,False,218-84-5315,AR
high risk,False,446-72-7457,AK
high risk,False,065-75-6689,AZ
normal risk,False,237-80-6681,AR
high risk,False,413-88-5522,AK
high risk,False,260-31-5281,AK
high risk,False,189-71-6553,AR
high risk,False,013-55-2455,AR
high risk,False,390-61-7380,AL
high risk,False,819-12-3646,AL
high risk,True,717-29-7794,AR
normal risk,True,460-62-8460,AK
high risk,False,126-43-3029,AL
high risk,False,331-10-0140,AR
high risk,False,529-54-7118,AK
high risk,True,054-55-5780,AR
high risk,False,709-09-1199,AR
normal risk,False,493-07-9831,AL
high risk,False,301-71-8110,AK
high risk,True,481-77-7486,AZ
high risk,False,161-82-7377,AL
normal risk,False,233-80-3136,AZ
high risk,False,338-41-0636,AL
high risk,False,423-16-9425,AK
high risk,False,170-79-6866,AR
normal risk,False,793-87-7945,AK
normal risk,False,059-83-0178,AR
high risk,False,404-81-8435,AL
normal risk,True,140-99-1578,AL
normal risk,False,621-86-0730,AR
high risk,False,118-89-9558,AZ
high risk,False,610-42-0876,AK
high risk,True,642-51-1378,AR
high risk,False,694-33-0511,AR
normal risk,True,144-92-1667,AL
normal risk,False,378-90-2630,AK
high risk,False,553-02-2876,AZ
high risk,False,659-98-8754,AZ
high risk,False,357-70-9410,AK
high risk,False,095-78-6783,AZ
normal risk,False,340-93-3130,AZ
high risk,False,121-06-2234,AL
high risk,False,318-18-9080,AR
high risk,False,039-60-3666,AL
high risk,True,563-05-2982,AK
high risk,False,614-36-3043,AZ
high risk,False,449-15-8265,AZ
high risk,False,008-80-7736,AL
high risk,False,120-58-9555,AK
high risk,False,317-45-4524,AZ
high risk,False,591-21-4100,AK
normal risk,False,318-06-4041,AK
high risk,False,647-22-1135,AK
high risk,False,363-30-5006,AL
high risk,True,341-92-5419,AR
high risk,False,762-43-5664,AZ
high risk,False,415-15-4685,AK
high risk,False,051-06-7052,AZ
normal risk,False,254-66-8340,AK
high risk,False,014-23-3190,AK
normal risk,False,654-43-2614,AK
high risk,False,599-60-6559,AK
high risk,False,004-54-7927,AL
high risk,False,060-61-4580,AZ
high risk,True,677-09-0990,AL
high risk,False,143-28-8129,AZ
normal risk,False,318-62-9348,AR
high risk,False,641-13-5141,AL
high risk,False,806-61-5893,AL
high risk,False,684-14-8914,AZ
high risk,True,696-75-8024,AL
normal risk,False,444-62-5646,AR
normal risk,True,680-28-3144,AK
high risk,True,246-17-6944,AL
high risk,False,243-96-7468,AR
normal risk,False,652-22-8128,AR
normal risk,False,462-29-0452,AZ
normal risk,False,765-63-9846,AL
high risk,True,323-61-7347,AR
high risk,True,141-94-5922,AL
high risk,True,435-19-0386,AK
high risk,False,486-03-7427,AL
high risk,False,081-10-3464,AL
high risk,False,221-93-4205,AR
high risk,False,074-24-5226,AR
high risk,True,046-42-2214,AZ
high risk,False,084-67-1297,AK
normal risk,True,383-92-4813,AK
normal risk,False,711-94-2296,AL
normal risk,False,868-15-8941,AK
normal risk,False,844-97-9717,AK
high risk,False,872-01-1334,AR
normal risk,False,754-87-6823,AL
high risk,False,240-50-5543,AZ
high risk,True,240-40-4818,AZ
normal risk,True,140-94-9878,AK
high risk,False,671-74-7022,AK
high risk,False,761-76-4647,AK
high risk,False,257-48-9931,AK
high risk,False,685-56-4422,AK
normal risk,False,779-67-4474,AR
high risk,False,592-73-9059,AL
high risk,False,536-35-2708,AK
normal risk,True,302-55-8113,AL
high risk,True,691-76-7596,AR
normal risk,True,350-29-2403,AR
high risk,False,397-46-8409,AK
normal risk,False,008-66-5226,AK
normal risk,False,514-49-2374,AK
high risk,False,450-79-4841,AZ
normal risk,False,864-28-0695,AK
normal risk,False,101-29-7133,AR
normal risk,False,238-51-2194,AZ
high risk,False,164-45-6846,AR
high risk,False,648-09-8429,AR
high risk,True,353-58-4210,AL
high risk,False,234-78-8030,AZ
high risk,False,622-60-8964,AZ
high risk,False,848-52-6121,AL
high risk,True,303-75-7981,AR
normal risk,False,563-26-2279,AL
high risk,False,805-47-1617,AK
high risk,False,581-08-9216,AZ
normal risk,False,234-62-5594,AR
normal risk,False,348-54-0881,AZ
normal risk,False,564-14-9342,AK
normal risk,False,590-07-5142,AR
normal risk,True,423-66-2484,AR
high risk,False,103-92-1980,AK
high risk,False,251-26-4601,AZ
high risk,False,340-49-9090,AK
high risk,False,359-01-9198,AL
high risk,False,655-19-7308,AZ
high risk,False,861-02-0568,AR
high risk,True,479-11-2265,AZ
normal risk,False,454-89-0722,AR
high risk,False,618-42-2227,AL
high risk,False,091-56-4118,AL
high risk,False,626-43-7572,AR
high risk,True,763-70-1293,AL
high risk,False,749-71-9866,AR
high risk,False,017-86-3867,AL
high risk,False,436-47-8118,AL
high risk,True,264-99-2472,AL
high risk,False,443-33-4653,AZ
normal risk,False,759-51-8876,AZ
normal risk,False,297-70-0224,AL
normal risk,False,014-87-0622,AK
high risk,False,627-39-6432,AR
high risk,True,633-83-8347,AK
normal risk,False,293-78-9704,AL
normal risk,False,429-97-9647,AK
normal risk,False,697-75-6907,AL
high risk,False,081-85-9682,AL
normal risk,False,275-59-3760,AK
high risk,False,718-58-7138,AR
high risk,False,539-86-6748,AR
high risk,False,204-14-1801,AK
normal risk,False,436-01-7536,AL
high risk,False,100-02-6252,AR
normal risk,False,563-61-4965,AL
high risk,True,708-23-8211,AK
normal risk,False,810-05-7890,AR
normal risk,False,286-85-0347,AK
high risk,False,122-83-9332,AZ
normal risk,True,182-87-8148,AL
high risk,False,660-06-8379,AZ
normal risk,False,443-34-6087,AR
high risk,False,816-76-4859,AZ
high risk,False,747-31-3611,AK
high risk,True,499-41-2985,AR
high risk,False,185-54-4750,AR
normal risk,True,752-48-2986,AL
normal risk,False,462-38-1416,AK
high risk,False,466-55-8675,AZ
high risk,False,504-05-6853,AK
high risk,False,858-66-2061,AZ
high risk,False,837-47-3935,AL
high risk,False,278-89-5580,AR
high risk,False,313-04-9744,AL
high risk,False,209-65-6205,AL
normal risk,True,197-11-6107,AR
high risk,False,507-43-9105,AZ
high risk,False,690-11-9783,AR
normal risk,True,724-61-3942,AL
high risk,False,208-80-7409,AK
high risk,False,817-32-0810,AR
high risk,False,593-74-7225,AZ
normal risk,False,295-10-0271,AZ
high risk,False,555-41-2068,AR
high risk,False,771-30-8172,AK
high risk,False,658-04-2118,AZ
high risk,False,416-81-4054,AK
high risk,True,068-65-9981,AR
high risk,False,246-47-5320,AL
normal risk,False,324-98-3839,AR
high risk,True,021-24-9808,AL
normal risk,False,596-08-5152,AK
high risk,True,799-09-5612,AZ
normal risk,False,340-55-6388,AL
high risk,False,554-52-6501,AK
high risk,False,768-10-0279,AR
high risk,False,628-75-9578,AL
high risk,True,883-68-4364,AL
high risk,False,673-12-0187,AZ
high risk,False,371-45-7050,AZ
high risk,True,391-02-4614,AR
normal risk,True,579-95-9774,AL
normal risk,False,159-56-7068,AL
normal risk,True,162-39-2766,AL
high risk,True,723-70-0016,AL
high risk,False,153-39-1355,AR
high risk,False,069-14-2041,AR
normal risk,False,774-76-6798,AR
high risk,True,589-69-4426,AR
normal risk,False,621-18-1569,AL
normal risk,False,643-21-8591,AZ
high risk,True,366-31-2701,AK
high risk,False,178-27-7753,AR
high risk,False,005-68-2972,AZ
high risk,False,214-58-2921,AR
normal risk,False,844-05-6100,AL
high risk,True,273-94-4776,AL
high risk,False,698-94-5385,AK
normal risk,False,756-91-8521,AK
high risk,False,005-81-2396,AR
high risk,False,436-55-1092,AK
normal risk,False,283-31-8995,AK
high risk,False,544-33-5225,AK
normal risk,True,763-07-9879,AR
high risk,False,006-83-8746,AR
normal risk,False,459-92-6227,AK
high risk,False,433-03-0173,AL
high risk,False,264-68-3550,AL
high risk,False,006-98-1431,AL
high risk,False,158-19-1703,AL
high risk,True,349-71-3947,AR
high risk,False,116-37-4133,AZ
high risk,False,837-84-9352,AK
high risk,True,852-27-7841,AK
high risk,True,172-71-7493,AK
high risk,False,221-14-9472,AZ
high risk,False,076-89-1799,AZ
high risk,False,713-24-1201,AZ
high risk,False,473-05-3118,AL
high risk,False,716-56-6078,AK
high risk,False,656-59-7650,AZ
